NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_TYPE_I_INTERFERON_SECRETION	10		Rejected!	
GO_INTERFERON_GAMMA_SECRETION	20	17		
GO_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION	5		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	252	245		
GO_NEUTROPHIL_EXTRAVASATION	10		Rejected!	
GO_LAMELLIPODIUM_MORPHOGENESIS	17	17		
GO_MULTINUCLEAR_OSTEOCLAST_DIFFERENTIATION	7		Rejected!	
GO_OSTEOCLAST_FUSION	5		Rejected!	
GO_EOSINOPHIL_MIGRATION	24	23		
GO_THYMOCYTE_MIGRATION	6		Rejected!	
GO_T_CELL_EXTRAVASATION	8		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	10		Rejected!	
GO_RESPONSE_TO_SORBITOL	5		Rejected!	
GO_RESPONSE_TO_HYDROXYUREA	9		Rejected!	
GO_RESPONSE_TO_CISPLATIN	8		Rejected!	
GO_CELLULAR_RESPONSE_TO_CISPLATIN	5		Rejected!	
GO_RESPONSE_TO_STAUROSPORINE	5		Rejected!	
GO_AUTOPHAGY_INVOLVED_IN_SYMBIOTIC_INTERACTION	5		Rejected!	
GO_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION	10		Rejected!	
GO_VIRAL_TRANSLATIONAL_TERMINATION_REINITIATION	5		Rejected!	
GO_MRNA_METHYLATION	14		Rejected!	
GO_REGULATION_OF_FERTILIZATION	26	19		
GO_PROTEIN_K6_LINKED_UBIQUITINATION	8		Rejected!	
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	56	49		
GO_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	31	25		
GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	11		Rejected!	
GO_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING	20	19		
GO_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING	7		Rejected!	
GO_PURKINJE_MYOCYTE_TO_VENTRICULAR_CARDIAC_MUSCLE_CELL_SIGNALING	6		Rejected!	
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_POTENTIAL	7		Rejected!	
GO_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION	7		Rejected!	
GO_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	6		Rejected!	
GO_MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL	5		Rejected!	
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	24	22		
GO_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	12		Rejected!	
GO_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION	10		Rejected!	
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	16		Rejected!	
GO_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	6		Rejected!	
GO_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	9		Rejected!	
GO_TUBULIN_DEACETYLATION	11		Rejected!	
GO_REGULATION_OF_TUBULIN_DEACETYLATION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_DEACETYLASE_ACTIVITY	8		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	38	24		
GO_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	46	16		
GO_REGULATION_OF_RIBOSOME_BIOGENESIS	14		Rejected!	
GO_POSITIVE_REGULATION_OF_RIBOSOME_BIOGENESIS	9		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY	10		Rejected!	
GO_FOAM_CELL_DIFFERENTIATION	36	33		
GO_POSITIVE_REGULATION_OF_MAPKKK_CASCADE_BY_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	11		Rejected!	
GO_REGULATION_OF_PROTEIN_DEUBIQUITINATION	12		Rejected!	
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	8		Rejected!	
GO_COPII_COATED_VESICLE_CARGO_LOADING	14		Rejected!	
GO_COPII_COATED_VESICLE_BUDDING	72	72		
GO_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT	6		Rejected!	
GO_MESENCHYME_MIGRATION	5		Rejected!	
GO_MEMBRANE_FISSION	12		Rejected!	
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	18	18		
GO_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	14		Rejected!	
GO_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	9		Rejected!	
GO_GOLGI_TO_LYSOSOME_TRANSPORT	8		Rejected!	
GO_GOLGI_DISASSEMBLY	6		Rejected!	
GO_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE	15	15		
GO_REGULATION_OF_PANCREATIC_JUICE_SECRETION	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_PANCREATIC_JUICE_SECRETION	5		Rejected!	
GO_POSITIVE_REGULATION_OF_GLOMERULUS_DEVELOPMENT	11		Rejected!	
GO_CHEMOKINE_SECRETION	19	19		
GO_POSITIVE_REGULATION_OF_CHEMOKINE_SECRETION	15	15		
GO_NEGATIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	7		Rejected!	
GO_POSITIVE_REGULATION_OF_SPINDLE_CHECKPOINT	7		Rejected!	
GO_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	7		Rejected!	
GO_REGULATION_OF_ARACHIDONIC_ACID_SECRETION	8		Rejected!	
GO_POSITIVE_REGULATION_OF_ARACHIDONIC_ACID_SECRETION	6		Rejected!	
GO_POSITIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	5		Rejected!	
GO_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS	5		Rejected!	
GO_REGULATION_OF_RETINAL_GANGLION_CELL_AXON_GUIDANCE	5		Rejected!	
GO_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_PRODUCTION	5		Rejected!	
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	205	181		
GO_POSITIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	94	81		
GO_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	45	39		
GO_CYTOSKELETAL_ANCHORING_AT_NUCLEAR_MEMBRANE	9		Rejected!	
GO_REGULATION_OF_OSTEOCLAST_PROLIFERATION	5		Rejected!	
GO_SPINDLE_ASSEMBLY_INVOLVED_IN_MEIOSIS	6		Rejected!	
GO_REGULATION_OF_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	13		Rejected!	
GO_POSITIVE_REGULATION_OF_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	7		Rejected!	
GO_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION	11		Rejected!	
GO_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	10		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_AGING	21		Rejected!	
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	19		Rejected!	
GO_REGULATION_OF_HEART_INDUCTION	6		Rejected!	
GO_PHAGOSOME_LYSOSOME_FUSION	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	11		Rejected!	
GO_STRESS_INDUCED_PREMATURE_SENESCENCE	8		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE	8		Rejected!	
GO_CATECHOLAMINE_UPTAKE	16		Rejected!	
GO_ACTIN_FILAMENT_REORGANIZATION	9		Rejected!	
GO_INFLAMMATORY_RESPONSE_TO_WOUNDING	12		Rejected!	
GO_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	5		Rejected!	
GO_MITOCHONDRIAL_TRNA_PROCESSING	11		Rejected!	
GO_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE	7		Rejected!	
GO_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	9		Rejected!	
GO_TELOMERIC_LOOP_DISASSEMBLY	11		Rejected!	
GO_SCARNA_LOCALIZATION_TO_CAJAL_BODY	5		Rejected!	
GO_TELOMERASE_RNA_LOCALIZATION	19	19		
GO_ENDOTHELIAL_CELL_MATRIX_ADHESION	6		Rejected!	
GO_REVERSIBLE_DIFFERENTIATION	13		Rejected!	
GO_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING	5		Rejected!	
GO_IMMUNOLOGICAL_MEMORY_PROCESS	11		Rejected!	
GO_IMMUNOLOGICAL_MEMORY_FORMATION_PROCESS	9		Rejected!	
GO_DNA_REPAIR_COMPLEX_ASSEMBLY	5		Rejected!	
GO_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	9		Rejected!	
GO_PROTEIN_LINEAR_POLYUBIQUITINATION	5		Rejected!	
GO_DENDRITIC_CELL_APOPTOTIC_PROCESS	11		Rejected!	
GO_MOTOR_NEURON_APOPTOTIC_PROCESS	7		Rejected!	
GO_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GO_DENDRITIC_SPINE_MAINTENANCE	20	18		
GO_NCRNA_EXPORT_FROM_NUCLEUS	39	38		
GO_ANTERIOR_HEAD_DEVELOPMENT	8		Rejected!	
GO_DUCTUS_ARTERIOSUS_CLOSURE	5		Rejected!	
GO_VASCULAR_SMOOTH_MUSCLE_CELL_DEVELOPMENT	9		Rejected!	
GO_PRESYNAPTIC_MEMBRANE_ORGANIZATION	12		Rejected!	
GO_SYNAPTIC_VESICLE_CLUSTERING	15	15		
GO_POSTSYNAPTIC_MEMBRANE_ASSEMBLY	12		Rejected!	
GO_PRESYNAPTIC_MEMBRANE_ASSEMBLY	10		Rejected!	
GO_POSTSYNAPTIC_DENSITY_ASSEMBLY	18	17		
GO_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	8		Rejected!	
GO_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING	9		Rejected!	
GO_RECEPTOR_LOCALIZATION_TO_SYNAPSE	53	49		
GO_POSITIVE_REGULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	7		Rejected!	
GO_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	13		Rejected!	
GO_MESENCHYMAL_STEM_CELL_PROLIFERATION	5		Rejected!	
GO_RUFFLE_ASSEMBLY	42	41		
GO_DENTINOGENESIS	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	12		Rejected!	
GO_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	9		Rejected!	
GO_AMYLOID_BETA_CLEARANCE	32	30		
GO_SELF_PROTEOLYSIS	6		Rejected!	
GO_OMEGA_HYDROXYLASE_P450_PATHWAY	9		Rejected!	
GO_KERATINOCYTE_APOPTOTIC_PROCESS	6		Rejected!	
GO_PROGRAMMED_NECROTIC_CELL_DEATH	49	40		
GO_PLASMA_MEMBRANE_TUBULATION	22	22		
GO_RESPONSE_TO_ANTINEOPLASTIC_AGENT	95	86		
GO_RESPONSE_TO_ANTIMETABOLITE	13		Rejected!	
GO_ZYMOGEN_INHIBITION	11		Rejected!	
GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	54	54		
GO_NEUTROPHIL_CLEARANCE	5		Rejected!	
GO_AUTOPHAGOSOME_MATURATION	36	36		
GO_PRENYLATION	10		Rejected!	
GO_RESPONSE_TO_BRONCHODILATOR	52	47		
GO_ESTABLISHMENT_OF_SERTOLI_CELL_BARRIER	5		Rejected!	
GO_CELLULAR_LIPID_BIOSYNTHETIC_PROCESS	8		Rejected!	
GO_RESPONSE_TO_INTERLEUKIN_17	9		Rejected!	
GO_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY	5		Rejected!	
GO_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	15		Rejected!	
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	659		Rejected!	
GO_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	14		Rejected!	
GO_MOTOR_NEURON_MIGRATION	6		Rejected!	
GO_DENDRITE_EXTENSION	34	30		
GO_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	13		Rejected!	
GO_RECEPTOR_LOCALIZATION_TO_NON_MOTILE_CILIUM	7		Rejected!	
GO_STRESS_RESPONSE_TO_METAL_ION	17		Rejected!	
GO_NECROPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GO_MAST_CELL_MIGRATION	13		Rejected!	
GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	140	126		
GO_SEQUESTERING_OF_IRON_ION	7		Rejected!	
GO_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	19	15		
GO_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	163	117		
GO_CONNECTIVE_TISSUE_REPLACEMENT	21		Rejected!	
GO_CILIARY_BASAL_BODY_PLASMA_MEMBRANE_DOCKING	95	95		
GO_CALCINEURIN_MEDIATED_SIGNALING	49	41		
GO_DE_NOVO_CENTRIOLE_ASSEMBLY	5		Rejected!	
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	59	52		
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	81	74		
GO_POLYNUCLEOTIDE_DEPHOSPHORYLATION	5		Rejected!	
GO_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	6		Rejected!	
GO_HISTONE_H3_K27_TRIMETHYLATION	7		Rejected!	
GO_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	18	16		
GO_OBSERVATIONAL_LEARNING	8		Rejected!	
GO_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING	10		Rejected!	
GO_CATION_TRANSMEMBRANE_TRANSPORT	847		Rejected!	
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	110	97		
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	114	105		
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	9		Rejected!	
GO_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	22	21		
GO_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE	8		Rejected!	
GO_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	15	15		
GO_ASYMMETRIC_STEM_CELL_DIVISION	10		Rejected!	
GO_MACROMOLECULE_DEPALMITOYLATION	10		Rejected!	
GO_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	5		Rejected!	
GO_IMPORT_ACROSS_PLASMA_MEMBRANE	115	107		
GO_RESPONSE_TO_INTERLEUKIN_7	40	27		
GO_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	20	20		
GO_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING	13		Rejected!	
GO_NEUROTRANSMITTER_REUPTAKE	23	21		
GO_SPONTANEOUS_SYNAPTIC_TRANSMISSION	7		Rejected!	
GO_FOLATE_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GO_INTESTINAL_LIPID_ABSORPTION	16		Rejected!	
GO_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	93	93		
GO_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	6		Rejected!	
GO_EXOCYTIC_INSERTION_OF_NEUROTRANSMITTER_RECEPTOR_TO_PLASMA_MEMBRANE	5		Rejected!	
GO_SYNAPSE_PRUNING	10		Rejected!	
GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	18	16		
GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	10		Rejected!	
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	7		Rejected!	
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	13		Rejected!	
GO_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	5		Rejected!	
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	8		Rejected!	
GO_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GO_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GO_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	19		Rejected!	
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	10		Rejected!	
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	5		Rejected!	
GO_POSTSYNAPTIC_SIGNAL_TRANSDUCTION	9		Rejected!	
GO_AXONAL_TRANSPORT	54	54		
GO_DENDRITIC_TRANSPORT	9		Rejected!	
GO_ANTEROGRADE_DENDRITIC_TRANSPORT	5		Rejected!	
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_POSTSYNAPTIC_ENDOSOME_TO_LYSOSOME	7		Rejected!	
GO_RECEPTOR_DIFFUSION_TRAPPING	9		Rejected!	
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	13		Rejected!	
GO_POSTSYNAPTIC_ACTIN_CYTOSKELETON_ORGANIZATION	9		Rejected!	
GO_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	8		Rejected!	
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	203	191		
GO_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	8		Rejected!	
GO_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	15		Rejected!	
GO_VESICLE_TETHERING	7		Rejected!	
GO_POSTSYNAPSE_ASSEMBLY	32	31		
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	65	59		
GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	35	34		
GO_TRNA_5_END_PROCESSING	16	15		
GO_ATP_HYDROLYSIS_COUPLED_CATION_TRANSMEMBRANE_TRANSPORT	59	56		
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	12		Rejected!	
GO_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	14		Rejected!	
GO_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	6		Rejected!	
GO_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	17	16		
GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	14		Rejected!	
GO_PRESYNAPSE_ORGANIZATION	47	42		
GO_POSTSYNAPSE_ORGANIZATION	163	156		
GO_REGULATION_OF_PRESYNAPSE_ORGANIZATION	32	28		
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	99	93		
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	434	399		
GO_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION	11		Rejected!	
GO_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	7		Rejected!	
GO_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	17	16		
GO_ACTIN_FILAMENT_BASED_TRANSPORT	8		Rejected!	
GO_PRESYNAPTIC_DENSE_CORE_VESICLE_EXOCYTOSIS	6		Rejected!	
GO_SYNAPTIC_VESICLE_ENDOSOMAL_PROCESSING	7		Rejected!	
GO_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	8		Rejected!	
GO_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	8		Rejected!	
GO_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	5		Rejected!	
GO_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	12		Rejected!	
GO_MAINTENANCE_OF_SYNAPSE_STRUCTURE	15	15		
GO_SYNAPTIC_MEMBRANE_ADHESION	27	24		
GO_MODIFICATION_OF_SYNAPTIC_STRUCTURE	21	20		
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	109	95		
GO_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	10		Rejected!	
GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	84	78		
GO_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	25	20		
GO_PROTEIN_LOCALIZATION_TO_AXON	9		Rejected!	
GO_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	41	34		
GO_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	11		Rejected!	
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	30	24		
GO_PROTEIN_TRANSPORT_WITHIN_PLASMA_MEMBRANE	45	40		
GO_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	11		Rejected!	
GO_AXO_DENDRITIC_PROTEIN_TRANSPORT	13		Rejected!	
GO_ANTEROGRADE_AXONAL_PROTEIN_TRANSPORT	9		Rejected!	
GO_SIGNAL_RELEASE_FROM_SYNAPSE	170	155		
GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	21	17		
GO_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	47	17		
GO_INTESTINAL_HEXOSE_ABSORPTION	6		Rejected!	
GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	5		Rejected!	
GO_NEURON_PROJECTION_ORGANIZATION	85	83		
GO_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	5		Rejected!	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	6		Rejected!	
GO_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	38	32		
GO_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	18	15		
GO_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	17		Rejected!	
GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GO_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY	12		Rejected!	
GO_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	95	85		
GO_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION	7		Rejected!	
GO_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	262	251		
GO_CELLULAR_DETOXIFICATION_OF_ALDEHYDE	5		Rejected!	
GO_CELLULAR_RESPONSE_TO_ALDEHYDE	7		Rejected!	
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	82	74		
GO_NEGATIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	34	32		
GO_REGULATION_OF_LIPID_TRANSPORTER_ACTIVITY	6		Rejected!	
GO_INTERMEMBRANE_LIPID_TRANSFER	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	27	25		
GO_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	100	95		
GO_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	97	88		
GO_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	47	45		
GO_TIGHT_JUNCTION_ORGANIZATION	57	56		
GO_EXOCYTIC_PROCESS	81	78		
GO_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	10		Rejected!	
GO_MITOCHONDRIAL_GENE_EXPRESSION	160	157		
GO_NEURON_PROJECTION_ARBORIZATION	18	18		
GO_DENDRITE_ARBORIZATION	5		Rejected!	
GO_EXTRACELLULAR_VESICLE_BIOGENESIS	22	22		
GO_EXPORT_ACROSS_PLASMA_MEMBRANE	34	28		
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	20	19		
GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	5		Rejected!	
GO_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	5		Rejected!	
GO_PRESYNAPTIC_ENDOCYTOSIS	55	55		
GO_REGULATION_OF_SPONTANEOUS_SYNAPTIC_TRANSMISSION	5		Rejected!	
GO_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	9		Rejected!	
GO_REGULATION_OF_DEACETYLASE_ACTIVITY	11		Rejected!	
GO_NEUROINFLAMMATORY_RESPONSE	67	53		
GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	42	29		
GO_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	22	17		
